Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
4.161|-|14723.115|162.0505747352648|7796.607|113.777|113.777|630.399|736|-|1.656|Не определено|8.802|-|16.689|0.33|0.97|1.0|Ниже среднего|4908
5.14|7.7166|21634.12|201.51735604476212|8498.121|175.322|175.322|696.747|736|636.139|2.078|Не определено|10.945|1.026|24.505|0.485|0.97|1.0|Выше среднего|4909
6.175|9.25992|29794.557|241.6186343505296|8832.381|246.245|246.245|762.571|736|665.993|2.501|Не определено|13.055|1.031|33.451|0.662|0.97|1.0|Выше среднего|4910
7.148|10.80324|38984.149|280.44851010938913|9135.136|332.194|332.194|815.73|736|689.419|2.962|Не определено|15.322|1.036|43.154|0.854|0.97|1.0|Сильный|4911
8.206|12.34656|50993.731|323.3227675307252|9316.528|438.103|438.103|912.746|736|-|3.57|Не определено|18.182|-|59.242|1.173|0.97|1.0|Сильный|4912
9.3|13.88988|72780.121|372.8469388416697|9775.221|645.145|645.145|1070.887|736|-|4.493|Не определено|22.269|-|88.366|1.749|0.97|1.0|Сильный|4913
1.138|1.54332|4849.433|139.78244240784474|6628.676|6.74|6.74|610.968|736|-|1.255|Не определено|6.873|-|25.64|0.268|0.971|0.975|Слабый|4914
2.088|3.08664|3182.353|141.40172398126003|6764.741|23.355|23.355|526.753|736|-|1.208|Не определено|6.584|-|18.261|0.165|0.971|0.975|Слабый|4915
3.144|4.6299600000000005|8376.647|145.21938737390235|7063.996|60.327|60.327|596.269|736|-|1.391|Не определено|7.584|-|12.729|0.252|0.971|0.975|Ниже среднего|4916
4.161|6.17328|14720.983|162.04889921918286|7744.619|113.764|113.764|651.658|736|609.223|1.662|Не определено|9.027|1.022|17.722|0.351|0.971|0.975|Ниже среднего|4917
5.14|7.7166|21629.763|201.51306253480223|8474.567|175.27|175.27|720.209|736|-|2.085|Не определено|11.229|-|25.868|0.512|0.971|0.975|Выше среднего|4918
6.175|9.25992|29760.996|241.56721695076575|8804.762|245.917|245.917|789.152|736|-|2.509|Не определено|13.391|-|35.195|0.697|0.971|0.975|Выше среднего|4919
7.148|10.80324|38995.64|280.4451590772253|9122.032|332.363|332.363|840.466|736|-|2.978|1.394603|15.749|-|45.131|0.894|0.971|0.975|Сильный|4920
8.206|12.34656|50992.308|323.3110389181518|9305.705|437.96|437.96|938.102|736|-|3.591|Не определено|18.702|-|61.627|1.22|0.971|0.975|Сильный|4921
9.3|13.88988|72760.022|372.84149341440354|9753.569|644.751|644.751|1091.541|736|-|4.524|Не определено|22.948|-|90.914|1.8|0.971|0.975|Сильный|4922
1.138|1.54332|3911.832|139.00280383097885|6625.179|6.32|6.32|585.801|736|-|1.224|Не определено|6.696|-|27.882|0.24|0.971|0.976|Слабый|4923
2.088|3.08664|3097.282|141.5591177732049|6768.169|23.619|23.619|522.776|736|-|1.206|Не определено|6.561|-|17.348|0.16|0.971|0.976|Слабый|4924
3.144|4.6299600000000005|8376.733|145.21949209365746|7066.54|60.324|60.324|595.45|736|-|1.391|Не определено|7.576|-|12.695|0.251|0.971|0.976|Ниже среднего|4925
4.161|6.17328|14721.034|162.04900393893797|7746.583|113.761|113.761|650.764|736|609.06|1.662|Не определено|9.018|1.022|17.679|0.35|0.971|0.976|Ниже среднего|4926
5.14|7.7166|21629.963|201.51306253480223|8475.468|175.255|175.255|719.22|736|-|2.085|Не определено|11.217|-|25.811|0.511|0.971|0.976|Выше среднего|4927
6.175|9.25992|29761.32|241.5685783075824|8805.797|245.913|245.913|788.023|736|-|2.508|1.394603|13.377|-|35.121|0.695|0.971|0.976|Выше среднего|4928
7.148|10.80324|38995.05|280.4453685167356|9122.539|332.325|332.325|839.416|736|-|2.977|Не определено|15.731|-|45.048|0.892|0.971|0.976|Сильный|4929
8.206|12.34656|50993.288|323.31459938982584|9306.095|437.937|437.937|937.048|736|-|3.59|Не определено|18.681|-|61.529|1.218|0.971|0.976|Сильный|4930
9.3|13.88988|72760.343|372.8426453317099|9754.428|644.71|644.71|1090.632|736|781.323|4.523|Не определено|22.921|1.05|90.806|1.798|0.971|0.976|Сильный|4931
1.138|1.54332|1749.211|139.17517254790582|6625.828|6.389|6.389|517.581|736|-|1.151|Не определено|6.268|-|23.264|0.159|0.971|0.977|Слабый|4932
2.088|3.08664|2920.891|141.9356900126152|6773.016|24.267|24.267|514.982|736|-|1.2|Не определено|6.521|-|15.075|0.149|0.971|0.977|Слабый|4933
3.144|4.6299600000000005|8376.865|145.21959681341258|7069.088|60.331|60.331|594.633|736|-|1.391|Не определено|7.569|-|12.661|0.251|0.971|0.977|Ниже среднего|4934
4.161|6.17328|14721.118|162.04900393893797|7748.551|113.767|113.767|649.872|736|-|1.661|Не определено|9.009|-|17.636|0.349|0.971|0.977|Ниже среднего|4935
5.14|7.7166|21630.087|201.5132719743125|8476.368|175.234|175.234|718.233|736|-|2.085|Не определено|11.206|-|25.754|0.51|0.971|0.977|Выше среднего|4936
6.175|9.25992|29761.823|241.57035854341945|8806.839|245.92|245.92|786.897|736|-|2.508|Не определено|13.363|-|35.047|0.694|0.971|0.977|Выше среднего|4937
7.148|-|38994.56|280.4456826760009|9123.047|332.345|332.345|838.37|736|-|2.976|Не определено|15.714|-|44.966|0.89|0.971|0.977|Сильный|4938
8.206|12.34656|50993.92|323.3178457022345|9306.484|438.019|438.019|935.993|736|-|3.59|Не определено|18.659|-|61.431|1.216|0.971|0.977|Сильный|4939
9.3|13.88988|72761.998|372.8424358921996|9755.3|645.057|645.057|1089.733|736|781.168|4.521|Не определено|22.893|1.05|90.7|1.795|0.971|0.977|Сильный|4940
1.138|1.54332|884.735|140.35190843618545|6634.198|6.995|6.995|481.653|736|-|1.119|1.394603|6.073|-|15.191|0.112|0.971|0.978|Слабый|4941
2.088|3.08664|2857.195|142.24649824581033|6777.405|24.794|24.794|510.993|736|-|1.198|1.394603|6.503|-|13.283|0.144|0.971|0.978|Слабый|4942
3.144|4.6299600000000005|8376.963|145.21959681341258|7071.633|60.327|60.327|593.818|736|-|1.391|Не определено|7.562|-|12.627|0.25|0.971|0.978|Ниже среднего|4943
4.161|6.17328|14721.121|162.0491086586931|7750.515|113.759|113.759|648.981|736|608.734|1.661|Не определено|9.0|1.022|17.593|0.348|0.971|0.978|Ниже среднего|4944
5.14|-|21630.325|201.51348141382272|8477.271|175.246|175.246|717.25|736|-|2.084|Не определено|11.194|-|25.698|0.509|0.971|0.978|Выше среднего|4945
6.175|9.25992|29762.522|241.5737095755832|8807.891|245.918|245.918|785.776|736|670.505|2.508|Не определено|13.349|1.03|34.974|0.692|0.971|0.978|Выше среднего|4946
7.148|10.80324|38994.014|280.4458921155112|9123.555|332.211|332.211|837.326|736|-|2.976|Не определено|15.697|-|44.883|0.889|0.971|0.978|Сильный|4947
8.206|12.34656|50993.812|323.31889289978574|9306.892|438.006|438.006|934.913|736|-|3.589|1.394603|18.638|-|61.33|1.214|0.971|0.978|Сильный|4948
9.3|13.88988|72762.605|372.8434830897508|9756.155|644.988|644.988|1088.832|736|-|4.52|Не определено|22.866|-|90.593|1.793|0.971|0.978|Сильный|4949
1.138|1.54332|746.279|142.11423719509418|6647.311|7.933|7.933|467.543|736|-|1.115|Не определено|6.035|-|5.231|0.089|0.971|0.979|Слабый|4950
2.088|3.08664|2838.128|142.39184926591642|6780.812|25.046|25.046|509.031|736|-|1.198|Не определено|6.494|-|12.447|0.141|0.971|0.979|Слабый|4951
3.144|4.6299600000000005|8377.091|145.21970153316772|7074.182|60.325|60.325|593.004|736|-|1.391|Не определено|7.554|-|12.593|0.249|0.971|0.979|Ниже среднего|4952
4.161|6.17328|14721.271|162.04921337844823|7752.492|113.767|113.767|648.094|736|-|1.661|1.394603|8.991|-|17.55|0.347|0.971|0.979|Ниже среднего|4953
5.14|7.7166|21630.408|201.51358613357783|8478.17|175.277|175.277|716.268|736|-|2.084|Не определено|11.183|-|25.641|0.508|0.971|0.979|Выше среднего|4954
6.175|9.25992|29763.537|241.57800308554312|8808.956|245.929|245.929|784.659|736|-|2.507|Не определено|13.336|-|34.902|0.691|0.971|0.979|Выше среднего|4955
7.148|10.80324|38993.548|280.44599683526627|9124.063|332.222|332.222|836.285|736|-|2.975|Не определено|15.679|-|44.801|0.887|0.971|0.979|Сильный|4956
8.206|12.34656|50993.974|323.3202542566023|9307.303|437.959|437.959|933.837|736|-|3.588|Не определено|18.617|-|61.23|1.212|0.971|0.979|Сильный|4957
9.3|-|72763.867|372.84316893048543|9757.012|644.735|644.735|1087.935|736|-|4.519|1.394603|22.838|-|90.485|1.791|0.971|0.979|Сильный|4958
1.138|1.54332|1419.845|145.3529050616799|6671.009|9.715|9.715|483.832|736|-|1.146|Не определено|6.191|-|0.467|0.104|0.971|0.98|Слабый|4959
2.088|3.08664|2819.576|142.7055896522549|6785.172|25.588|25.588|506.423|736|-|1.198|Не определено|6.486|-|10.662|0.137|0.971|0.98|Слабый|4960
3.144|4.6299600000000005|8377.132|145.21970153316772|7076.726|60.327|60.327|592.192|736|-|1.391|Не определено|7.547|-|12.559|0.249|0.971|0.98|Ниже среднего|4961
4.161|6.17328|14721.306|162.04921337844823|7754.462|113.771|113.771|647.208|736|-|1.661|Не определено|8.981|-|17.508|0.347|0.971|0.98|Ниже среднего|4962
5.14|7.7166|21630.599|201.5137955730881|8479.072|175.272|175.272|715.29|736|-|2.084|1.394603|11.171|-|25.585|0.506|0.971|0.98|Выше среднего|4963
6.175|9.25992|29764.95|241.58344851280935|8810.036|245.972|245.972|783.547|736|670.06|2.507|Не определено|13.322|1.03|34.829|0.69|0.971|0.98|Выше среднего|4964
7.148|10.80324|38993.03|280.4462062747765|9124.569|332.329|332.329|835.247|736|-|2.975|Не определено|15.662|-|44.719|0.885|0.971|0.98|Сильный|4965
8.206|12.34656|50994.217|323.3215108936637|9307.714|438.109|438.109|932.765|736|-|3.587|Не определено|18.596|-|61.13|1.21|0.971|0.98|Сильный|4966
9.3|13.88988|72763.989|372.844530287302|9757.852|644.995|644.995|1087.037|736|-|4.518|Не определено|22.811|-|90.377|1.789|0.971|0.98|Сильный|4967
1.138|1.54332|2975.321|147.94073965019695|6691.483|11.215|11.215|530.391|736|560.687|1.208|Не определено|6.534|1.019|0.0|0.157|0.971|0.981|Слабый|4968
2.088|3.08664|2815.509|142.62327992473087|6787.213|25.445|25.445|505.911|736|-|1.198|Не определено|6.478|-|10.977|0.137|0.971|0.981|Слабый|4969
3.144|4.6299600000000005|8377.266|145.21980625292284|7079.276|60.334|60.334|591.382|736|-|1.391|1.394603|7.539|-|12.526|0.248|0.971|0.981|Ниже среднего|4970
4.161|6.17328|14721.41|162.04931809820337|7756.44|113.752|113.752|646.325|736|608.249|1.661|Не определено|8.972|1.022|17.465|0.346|0.971|0.981|Ниже среднего|4971
5.14|7.7166|21630.934|201.5139002928432|8479.979|175.288|175.288|714.315|736|-|2.083|Не определено|11.16|-|25.529|0.505|0.971|0.981|Выше среднего|4972
6.175|9.25992|29766.979|241.5907788956677|8811.141|245.955|245.955|782.441|736|669.841|2.507|Не определено|13.309|1.03|34.758|0.688|0.971|0.981|Выше среднего|4973
7.148|10.80324|38992.536|280.4464157142868|9125.076|332.329|332.329|834.212|736|-|2.974|1.394603|15.645|-|44.637|0.884|0.971|0.981|Сильный|4974
8.206|12.34656|50994.285|323.3225580912149|9308.126|438.007|438.007|931.697|736|-|3.586|Не определено|18.575|-|61.031|1.208|0.971|0.981|Сильный|4975
9.3|13.88988|72765.782|372.8441114082816|9758.708|644.819|644.819|1086.149|736|780.555|4.516|1.394603|22.783|1.05|90.27|1.787|0.971|0.981|Сильный|4976
1.138|1.54332|4984.548|147.44300665411322|6692.171|10.952|10.952|589.421|736|-|1.275|Не определено|6.915|-|0.0|0.228|0.971|0.982|Слабый|4977
2.088|3.08664|2826.976|143.02048195589973|6792.164|26.135|26.135|503.919|736|-|1.199|1.394603|6.476|-|8.827|0.133|0.971|0.982|Слабый|4978
3.144|4.6299600000000005|8377.341|145.21980625292284|7081.823|60.335|60.335|590.573|736|-|1.39|Не определено|7.532|-|12.492|0.247|0.971|0.982|Ниже среднего|4979
4.161|6.17328|14721.498|162.04931809820337|7758.418|113.77|113.77|645.444|736|608.088|1.66|Не определено|8.963|1.022|17.423|0.345|0.971|0.982|Ниже среднего|4980
5.14|-|21630.984|201.51410973235343|8480.878|175.256|175.256|713.34|736|-|2.083|Не определено|11.148|-|25.472|0.504|0.971|0.982|Выше среднего|4981
6.175|9.25992|29769.883|241.60062255264896|8812.279|245.98|245.98|781.342|736|-|2.507|Не определено|13.296|-|34.687|0.687|0.971|0.982|Выше среднего|4982
7.148|10.80324|38992.088|280.446625153797|9125.583|332.197|332.197|833.18|736|-|2.973|Не определено|15.628|-|44.556|0.882|0.971|0.982|Сильный|4983
8.206|-|50994.372|323.32339584925586|9308.549|438.003|438.003|930.635|736|-|3.585|1.394603|18.554|-|60.932|1.206|0.971|0.982|Сильный|4984
9.3|13.88988|72766.936|372.843692529261|9759.55|644.879|644.879|1085.26|736|-|4.515|1.394603|22.756|-|90.163|1.785|0.971|0.982|Сильный|4985
1.138|1.54332|7166.264|142.32598053994616|6664.589|8.091|8.091|659.435|736|-|1.327|1.394603|7.229|-|13.325|0.323|0.971|0.983|Слабый|4986
2.088|3.08664|2850.245|143.18771940482583|6795.771|26.428|26.428|503.207|736|-|1.2|Не определено|6.477|-|8.397|0.132|0.971|0.983|Слабый|4987
3.144|4.6299600000000005|8377.422|145.21991097267795|7084.372|60.339|60.339|589.766|736|-|1.39|Не определено|7.525|-|12.458|0.247|0.971|0.983|Ниже среднего|4988
4.161|6.17328|14721.574|162.0494228179585|7760.396|113.77|113.77|644.565|736|-|1.66|Не определено|8.954|-|17.38|0.344|0.971|0.983|Ниже среднего|4989
5.14|7.7166|21630.832|201.5144238916188|8481.771|175.251|175.251|712.367|736|-|2.083|Не определено|11.137|-|25.416|0.503|0.971|0.983|Выше среднего|4990
6.175|9.25992|29774.347|241.6132936430185|8813.473|246.042|246.042|780.252|736|-|2.506|Не определено|13.283|-|34.617|0.685|0.971|0.983|Выше среднего|4991
7.148|10.80324|38991.602|280.44683459330724|9126.089|332.276|332.276|832.151|736|-|2.973|Не определено|15.611|-|44.474|0.881|0.971|0.983|Сильный|4992
8.206|12.34656|50994.516|323.32402416778655|9308.971|438.107|438.107|929.576|736|-|3.585|Не определено|18.534|-|60.834|1.204|0.971|0.983|Сильный|4993
9.3|13.88988|72766.881|372.8448444465674|9760.373|644.886|644.886|1084.368|736|-|4.514|1.394603|22.729|-|90.054|1.783|0.971|0.983|Сильный|4994
1.138|1.54332|4887.26|138.06441010535158|6639.17|5.817|5.817|609.206|736|-|1.251|Не определено|6.811|-|31.595|0.273|0.971|0.984|Слабый|4995
2.088|3.08664|2897.759|143.50522970234863|6800.221|26.986|26.986|502.55|736|-|1.202|Не определено|6.48|-|6.232|0.13|0.971|0.984|Слабый|4996
3.144|4.6299600000000005|8377.548|145.2200156924331|7086.924|60.334|60.334|588.961|736|-|1.39|Не определено|7.518|-|12.425|0.246|0.971|0.984|Ниже среднего|4997
4.161|6.17328|14721.667|162.0494228179585|7762.378|113.769|113.769|643.688|736|-|1.66|Не определено|8.945|-|17.338|0.343|0.971|0.984|Ниже среднего|4998
5.14|7.7166|21631.275|201.51452861137392|8482.682|175.273|175.273|711.4|736|-|2.083|Не определено|11.125|-|25.36|0.502|0.971|0.984|Выше среднего|4999
6.175|9.25992|29782.963|241.63455175330773|8814.82|246.136|246.136|779.18|736|-|2.506|Не определено|13.271|-|34.549|0.684|0.971|0.984|Выше среднего|5000
7.148|10.80324|38991.185|280.44683459330724|9126.595|332.289|332.289|831.124|736|-|2.972|Не определено|15.594|-|44.393|0.879|0.971|0.984|Сильный|5001
8.206|12.34656|50994.652|323.32444304680706|9309.392|438.008|438.008|928.521|736|-|3.584|1.394603|18.513|-|60.737|1.202|0.971|0.984|Сильный|5002
9.3|13.88988|72768.788|372.84442556754686|9761.217|644.993|644.993|1083.489|736|-|4.513|Не определено|22.701|-|89.948|1.781|0.971|0.984|Сильный|5003
1.138|1.54332|3020.158|137.51337475391196|6636.29|5.52|5.52|557.11|736|-|1.192|Не определено|6.467|-|31.573|0.212|0.971|0.985|Слабый|5004
2.088|-|2944.047|143.64492585567825|6803.582|27.241|27.241|502.741|736|559.4|1.204|1.394603|6.484|1.019|5.611|0.13|0.971|0.985|Слабый|5005
3.144|4.6299600000000005|8377.678|145.2200156924331|7089.477|60.335|60.335|588.158|736|-|1.39|Не определено|7.51|-|12.391|0.245|0.971|0.985|Ниже среднего|5006
4.161|-|14721.756|162.04952753771357|7764.362|113.771|113.771|642.814|736|-|1.66|Не определено|8.936|-|17.296|0.342|0.971|0.985|Ниже среднего|5007
5.14|7.7166|21631.408|201.51463333112903|8483.584|175.296|175.296|710.434|736|-|2.082|Не определено|11.114|-|25.305|0.501|0.971|0.985|Выше среднего|5008
6.175|9.25992|29789.512|241.6425104546969|8815.932|246.171|246.171|778.164|736|-|2.506|1.394603|13.259|-|34.49|0.683|0.971|0.985|Выше среднего|5009
7.148|10.80324|38990.678|280.44714875257256|9127.101|332.201|332.201|830.1|736|691.61|2.972|Не определено|15.577|1.035|44.312|0.877|0.971|0.985|Сильный|5010
8.206|12.34656|50994.605|323.3249666455826|9309.81|438.018|438.018|927.468|736|-|3.583|Не определено|18.492|-|60.639|1.2|0.971|0.985|Сильный|5011
9.3|13.88988|72769.18|372.8452633255878|9762.045|644.975|644.975|1082.608|736|-|4.512|1.394603|22.674|-|89.842|1.778|0.971|0.985|Сильный|5012
1.138|1.54332|1043.642|138.5080029880385|6642.255|6.017|6.017|489.849|736|-|1.123|1.394603|6.06|-|23.354|0.13|0.971|0.986|Слабый|5013
